"GEOID","Region","Year","Renters","Eviction_Filings","Evictions","Eviction_Filings_RR","Evictions_RR"
"08035014130","Denver",2016,207,4,3,0.29,0.47
"08035014131","Denver",2016,1164,59,13,0.77,0.36
"08035014132","Denver",2016,96,2,2,NA,NA
"08035014133","Denver",2016,233,6,5,0.39,0.7
"08035014134","Denver",2016,164,7,4,0.65,0.79
"08035014135","Denver",2016,187,0,0,0,0
"08035014136","Denver",2016,771,59,16,1.17,0.67
"08035014137","Denver",2016,178,1,1,0.09,0.18
"08035014138","Denver",2016,1245,43,21,0.53,0.55
"08035014139","Denver",2016,159,3,2,0.29,0.41
"08035014140","Denver",2016,92,2,1,NA,NA
"08035014202","Denver",2016,98,1,0,NA,NA
"08035014203","Denver",2016,142,1,0,0.11,0
"08035014204","Denver",2016,157,2,2,0.19,0.41
"08035014300","Denver",2016,70,0,0,NA,NA
"08035014403","Denver",2016,416,20,12,0.73,0.94
"08035014404","Denver",2016,85,2,0,NA,NA
"08035014405","Denver",2016,261,8,4,0.47,0.5
"08035014406","Denver",2016,565,7,6,0.19,0.34
"08035014503","Denver",2016,705,63,32,1.36,1.47
"08035014504","Denver",2016,763,42,22,0.84,0.93
"08035014505","Denver",2016,773,20,15,0.39,0.63
"08035014506","Denver",2016,139,2,1,0.22,0.23
"08035014602","Denver",2016,117,0,0,0,0
"08035014603","Denver",2016,300,6,3,0.3,0.32
"08035014604","Denver",2016,138,0,0,0,0
"08047013800","Denver",2016,663,23,12,0.53,0.59
"08059009806","Denver",2016,96,1,1,NA,NA
"08059009807","Denver",2016,263,5,4,0.29,0.49
"08059009808","Denver",2016,796,16,7,0.31,0.29
"08059009815","Denver",2016,227,5,5,0.34,0.71
"08059009823","Denver",2016,256,3,0,0.18,0
"08059009824","Denver",2016,309,5,4,0.25,0.42
"08059009827","Denver",2016,902,51,27,0.86,0.97
"08059009828","Denver",2016,547,9,3,0.25,0.18
"08059009829","Denver",2016,63,0,0,NA,NA
"08059009830","Denver",2016,205,2,2,0.15,0.32
"08059009831","Denver",2016,1239,155,85,1.91,2.22
"08059009832","Denver",2016,180,11,7,0.93,1.26
"08059009833","Denver",2016,908,72,34,1.21,1.21
"08059009834","Denver",2016,614,5,2,0.12,0.11
"08059009835","Denver",2016,120,0,0,0,0
"08059009836","Denver",2016,107,2,2,0.28,0.61
"08059009837","Denver",2016,77,0,0,NA,NA
"08059009838","Denver",2016,68,0,0,NA,NA
"08059009839","Denver",2016,53,0,0,NA,NA
"08059009840","Denver",2016,468,4,4,0.13,0.28
"08059009841","Denver",2016,109,2,1,0.28,0.3
"08059009842","Denver",2016,92,0,0,NA,NA
"08059009843","Denver",2016,761,2,2,0.04,0.09
"08059009845","Denver",2016,177,0,0,0,0
"08059009846","Denver",2016,324,2,2,0.09,0.2
"08059009847","Denver",2016,283,0,0,0,0
"08059009848","Denver",2016,302,1,1,0.05,0.11
"08059009849","Denver",2016,925,36,19,0.59,0.67
"08059009850","Denver",2016,157,1,1,0.1,0.21
"08059009851","Denver",2016,130,0,0,0,0
"08059009852","Denver",2016,156,2,1,0.2,0.21
"08059009900","Denver",2016,638,14,9,0.33,0.46
"08059010000","Denver",2016,975,17,11,0.27,0.37
"08059010100","Denver",2016,1270,28,18,0.34,0.46
"08059010205","Denver",2016,124,1,1,0.12,0.26
"08059010206","Denver",2016,422,14,8,0.51,0.61
"08059010208","Denver",2016,498,45,14,1.38,0.91
"08059010209","Denver",2016,886,22,16,0.38,0.59
"08059010210","Denver",2016,338,3,1,0.14,0.1
"08059010211","Denver",2016,763,22,17,0.44,0.72
"08059010212","Denver",2016,728,56,28,1.17,1.25
"08059010213","Denver",2016,558,8,5,0.22,0.29
"08059010303","Denver",2016,673,25,8,0.57,0.39
"08059010304","Denver",2016,340,2,2,0.09,0.19
"08059010305","Denver",2016,764,52,35,1.04,1.49
"08059010306","Denver",2016,349,14,8,0.61,0.74
"08059010307","Denver",2016,1273,36,19,0.43,0.48
"08059010308","Denver",2016,740,23,11,0.47,0.48
"08059010402","Denver",2016,1621,82,35,0.77,0.7
"08059010403","Denver",2016,1702,49,39,0.44,0.74
"08059010405","Denver",2016,1319,70,39,0.81,0.96
"08059010406","Denver",2016,424,10,4,0.36,0.31
"08059010502","Denver",2016,867,17,12,0.3,0.45
"08059010503","Denver",2016,800,10,9,0.19,0.36
"08059010504","Denver",2016,208,0,0,0,0
"08059010603","Denver",2016,737,33,24,0.68,1.06
"08059010604","Denver",2016,445,22,15,0.75,1.09
"08059010701","Denver",2016,1166,16,16,0.21,0.44
"08059010702","Denver",2016,1512,69,44,0.7,0.94
"08059010801","Denver",2016,213,9,7,0.64,1.07
"08059010901","Denver",2016,860,57,27,1.01,1.02
"08059010902","Denver",2016,811,66,43,1.24,1.72
"08059011000","Denver",2016,1137,23,17,0.31,0.48
"08059011100","Denver",2016,1707,175,107,1.56,2.03
"08059011202","Denver",2016,435,6,4,0.21,0.3
"08059011300","Denver",2016,638,3,3,0.07,0.15
"08059011401","Denver",2016,835,37,29,0.68,1.13
"08059011402","Denver",2016,1424,73,40,0.78,0.91
"08059011550","Denver",2016,2024,129,79,0.97,1.27
"08059011601","Denver",2016,734,32,23,0.66,1.02
"08059011602","Denver",2016,689,35,22,0.77,1.04
"08059011701","Denver",2016,536,2,2,0.06,0.12
"08059011702","Denver",2016,534,6,6,0.17,0.36
"08059011708","Denver",2016,286,4,3,0.21,0.34
"08059011709","Denver",2016,569,11,7,0.29,0.4
"08059011710","Denver",2016,761,88,54,1.76,2.3
"08059011711","Denver",2016,622,36,19,0.88,0.99
"08059011712","Denver",2016,219,2,1,0.14,0.15
"08059011720","Denver",2016,395,16,8,0.62,0.66
"08059011721","Denver",2016,426,19,14,0.68,1.07
"08059011723","Denver",2016,1001,54,30,0.82,0.97
"08059011724","Denver",2016,114,1,1,0.13,0.28
"08059011725","Denver",2016,78,0,0,NA,NA
"08059011726","Denver",2016,169,2,1,0.18,0.19
"08059011727","Denver",2016,190,1,1,0.08,0.17
"08059011728","Denver",2016,184,0,0,0,0
"08059011729","Denver",2016,1286,171,58,2.03,1.46
"08059011730","Denver",2016,768,22,12,0.44,0.51
"08059011731","Denver",2016,1378,71,28,0.79,0.66
"08059011732","Denver",2016,1740,143,60,1.25,1.12
"08059011733","Denver",2016,439,45,22,1.56,1.62
"08059011803","Denver",2016,672,20,9,0.45,0.43
"08059011804","Denver",2016,363,10,7,0.42,0.63
"08059011805","Denver",2016,2303,211,81,1.4,1.14
"08059011806","Denver",2016,1009,46,29,0.69,0.93
"08059011904","Denver",2016,396,39,15,1.5,1.23
"08059011951","Denver",2016,356,9,7,0.39,0.64
"08059012022","Denver",2016,347,0,0,0,0
"08059012023","Denver",2016,142,4,2,0.43,0.46
"08059012024","Denver",2016,226,1,1,0.07,0.14
"08059012026","Denver",2016,420,0,0,0,0
"08059012027","Denver",2016,243,2,1,0.13,0.13
"08059012030","Denver",2016,338,1,1,0.05,0.1
"08059012031","Denver",2016,195,1,0,0.08,0
"08059012032","Denver",2016,120,1,0,0.13,0
"08059012033","Denver",2016,147,3,2,0.31,0.44
"08059012034","Denver",2016,47,0,0,NA,NA
"08059012035","Denver",2016,54,0,0,NA,NA
"08059012036","Denver",2016,72,1,1,NA,NA
"08059012037","Denver",2016,171,2,2,0.18,0.38
"08059012038","Denver",2016,160,3,1,0.29,0.2
"08059012039","Denver",2016,395,9,6,0.35,0.49
"08059012041","Denver",2016,219,2,1,0.14,0.15
"08059012042","Denver",2016,97,0,0,NA,NA
"08059012043","Denver",2016,290,2,2,0.11,0.22
"08059012044","Denver",2016,623,48,21,1.17,1.09
"08059012045","Denver",2016,395,16,15,0.62,1.23
"08059012046","Denver",2016,113,4,0,0.54,0
"08059012047","Denver",2016,463,8,3,0.26,0.21
"08059012048","Denver",2016,301,1,1,0.05,0.11
"08059012049","Denver",2016,77,1,1,NA,NA
"08059012050","Denver",2016,920,91,34,1.51,1.2
"08059012051","Denver",2016,103,2,2,0.3,0.63
"08059012052","Denver",2016,297,12,10,0.62,1.09
"08059012053","Denver",2016,145,1,0,0.11,0
"08059012054","Denver",2016,424,10,8,0.36,0.61
"08059012055","Denver",2016,289,7,5,0.37,0.56
"08059012057","Denver",2016,476,5,2,0.16,0.14
"08059012058","Denver",2016,262,0,0,0,0
"08059012059","Denver",2016,275,2,0,0.11,0
"08059012060","Denver",2016,269,5,4,0.28,0.48
"08059015800","Denver",2016,1051,33,19,0.48,0.59
"08059015900","Denver",2016,1024,107,46,1.59,1.46
"08059060300","Denver",2016,191,2,2,0.16,0.34
"08059060400","Denver",2016,173,3,3,0.26,0.56
"08059060500","Denver",2016,765,33,20,0.66,0.85
"08059980000","Denver",2016,0,0,0,NA,NA
"08059980400","Denver",2016,0,0,0,NA,NA
"12009060101","Orlando",2016,329,12,5,0.77,0.6
"12009060102","Orlando",2016,202,7,5,0.73,0.97
"12009060200","Orlando",2016,305,16,9,1.1,1.16
"12009060300","Orlando",2016,395,12,6,0.64,0.6
"12009060400","Orlando",2016,663,47,23,1.49,1.36
"12009060500","Orlando",2016,429,12,6,0.59,0.55
"12009060600","Orlando",2016,880,55,31,1.31,1.38
"12009060700","Orlando",2016,1310,178,91,2.85,2.73
"12009061001","Orlando",2016,712,15,8,0.44,0.44
"12009061002","Orlando",2016,428,25,13,1.23,1.19
"12009061100","Orlando",2016,576,7,3,0.26,0.2
"12009061201","Orlando",2016,833,35,21,0.88,0.99
"12009061202","Orlando",2016,589,6,2,0.21,0.13
"12009062103","Orlando",2016,451,12,7,0.56,0.61
"12009062104","Orlando",2016,357,2,0,0.12,0
"12009062106","Orlando",2016,394,31,19,1.65,1.9
"12009062107","Orlando",2016,373,27,15,1.52,1.58
"12009062108","Orlando",2016,384,10,6,0.55,0.61
"12009062109","Orlando",2016,253,8,4,0.66,0.62
"12009062301","Orlando",2016,872,78,44,1.88,1.98
"12009062302","Orlando",2016,878,53,34,1.27,1.52
"12009062400","Orlando",2016,1233,147,77,2.5,2.45
"12009062500","Orlando",2016,550,53,25,2.02,1.79
"12009062600","Orlando",2016,813,85,38,2.2,1.84
"12009062800","Orlando",2016,493,16,8,0.68,0.64
"12009062900","Orlando",2016,704,27,12,0.81,0.67
"12009063000","Orlando",2016,554,15,4,0.57,0.28
"12009063102","Orlando",2016,982,28,11,0.6,0.44
"12009063104","Orlando",2016,242,7,3,0.61,0.49
"12009063105","Orlando",2016,955,18,8,0.4,0.33
"12009063106","Orlando",2016,350,9,6,0.54,0.67
"12009063107","Orlando",2016,885,20,10,0.47,0.44
"12009064102","Orlando",2016,521,5,4,0.2,0.3
"12009064123","Orlando",2016,1701,40,22,0.49,0.51
"12009064124","Orlando",2016,551,49,27,1.87,1.93
"12009064125","Orlando",2016,406,73,46,3.78,4.45
"12009064126","Orlando",2016,621,44,20,1.49,1.27
"12009064127","Orlando",2016,395,10,7,0.53,0.7
"12009064128","Orlando",2016,925,18,5,0.41,0.21
"12009064201","Orlando",2016,384,26,13,1.42,1.33
"12009064202","Orlando",2016,908,52,32,1.2,1.39
"12009064301","Orlando",2016,1279,55,25,0.9,0.77
"12009064302","Orlando",2016,1135,50,23,0.93,0.8
"12009064400","Orlando",2016,375,18,9,1.01,0.94
"12009064500","Orlando",2016,772,36,21,0.98,1.07
"12009064601","Orlando",2016,1080,11,7,0.21,0.25
"12009064602","Orlando",2016,382,55,30,3.03,3.09
"12009064700","Orlando",2016,1096,48,18,0.92,0.65
"12009064800","Orlando",2016,1009,35,14,0.73,0.55
"12009064901","Orlando",2016,1169,28,13,0.5,0.44
"12009064902","Orlando",2016,1236,61,29,1.04,0.92
"12009065001","Orlando",2016,147,2,1,0.29,0.27
"12009065021","Orlando",2016,1589,58,26,0.77,0.64
"12009065022","Orlando",2016,332,12,5,0.76,0.59
"12009065121","Orlando",2016,1201,35,17,0.61,0.56
"12009065122","Orlando",2016,2120,93,39,0.92,0.72
"12009065123","Orlando",2016,579,36,19,1.31,1.29
"12009065124","Orlando",2016,588,33,15,1.18,1
"12009065125","Orlando",2016,1664,30,13,0.38,0.31
"12009065201","Orlando",2016,1074,55,24,1.08,0.88
"12009065202","Orlando",2016,508,22,11,0.91,0.85
"12009065231","Orlando",2016,375,33,14,1.85,1.47
"12009065234","Orlando",2016,305,7,4,0.48,0.52
"12009065235","Orlando",2016,385,7,3,0.38,0.31
"12009065236","Orlando",2016,72,2,2,NA,NA
"12009066101","Orlando",2016,327,2,1,0.13,0.12
"12009066103","Orlando",2016,201,1,1,0.1,0.2
"12009066104","Orlando",2016,373,3,1,0.17,0.11
"12009066200","Orlando",2016,341,5,2,0.31,0.23
"12009066301","Orlando",2016,1065,12,5,0.24,0.18
"12009066302","Orlando",2016,421,6,2,0.3,0.19
"12009066400","Orlando",2016,752,19,7,0.53,0.37
"12009066500","Orlando",2016,532,7,3,0.28,0.22
"12009066600","Orlando",2016,358,3,2,0.18,0.22
"12009066700","Orlando",2016,575,7,5,0.26,0.34
"12009066800","Orlando",2016,397,1,0,0.05,0
"12009066900","Orlando",2016,718,14,6,0.41,0.33
"12009067100","Orlando",2016,371,0,0,0,0
"12009068101","Orlando",2016,609,20,6,0.69,0.39
"12009068102","Orlando",2016,375,2,0,0.11,0
"12009068200","Orlando",2016,546,7,2,0.27,0.14
"12009068300","Orlando",2016,502,3,1,0.13,0.08
"12009068400","Orlando",2016,388,3,2,0.16,0.2
"12009068501","Orlando",2016,739,13,5,0.37,0.27
"12009068502","Orlando",2016,1073,38,18,0.74,0.66
"12009068601","Orlando",2016,613,13,5,0.45,0.32
"12009068602","Orlando",2016,1039,73,33,1.48,1.25
"12009069100","Orlando",2016,258,3,1,0.24,0.15
"12009069200","Orlando",2016,444,8,2,0.38,0.18
"12009069300","Orlando",2016,316,5,1,0.33,0.12
"12009069400","Orlando",2016,251,3,2,0.25,0.31
"12009069700","Orlando",2016,406,32,12,1.66,1.16
"12009069801","Orlando",2016,202,3,3,0.31,0.58
"12009069802","Orlando",2016,880,31,16,0.74,0.71
"12009069901","Orlando",2016,632,31,12,1.03,0.75
"12009069902","Orlando",2016,888,56,28,1.32,1.24
"12009071100","Orlando",2016,156,5,2,0.67,0.5
"12009071200","Orlando",2016,1382,16,10,0.24,0.28
"12009071301","Orlando",2016,163,3,3,0.39,0.72
"12009071322","Orlando",2016,1083,44,23,0.85,0.83
"12009071332","Orlando",2016,1415,79,29,1.17,0.81
"12009071334","Orlando",2016,656,22,9,0.7,0.54
"12009071335","Orlando",2016,212,3,1,0.3,0.19
"12009071336","Orlando",2016,566,31,13,1.15,0.9
"12009071337","Orlando",2016,605,21,11,0.73,0.71
"12009071338","Orlando",2016,606,25,13,0.87,0.84
"12009071339","Orlando",2016,564,13,6,0.48,0.42
"12009071340","Orlando",2016,1024,35,16,0.72,0.61
"12009071400","Orlando",2016,966,43,20,0.94,0.81
"12009071500","Orlando",2016,586,30,14,1.08,0.94
"12009071600","Orlando",2016,760,27,15,0.75,0.78
"12009980000","Orlando",2016,0,0,0,NA,NA
"12009980100","Orlando",2016,0,0,0,NA,NA
"12009990000","Orlando",2016,0,0,0,NA,NA
"12069030102","Orlando",2016,350,7,2,0.42,0.22
"12069030104","Orlando",2016,358,3,2,0.18,0.22
"12069030105","Orlando",2016,849,39,18,0.97,0.83
"12069030106","Orlando",2016,141,14,4,2.09,1.11
"12069030107","Orlando",2016,451,44,17,2.05,1.48
"12069030108","Orlando",2016,244,7,4,0.6,0.64
"12069030203","Orlando",2016,516,16,6,0.65,0.46
"12069030204","Orlando",2016,596,33,13,1.16,0.86
"12069030206","Orlando",2016,830,37,17,0.94,0.8
"12069030207","Orlando",2016,481,25,11,1.09,0.9
"12069030208","Orlando",2016,367,13,7,0.74,0.75
"12069030209","Orlando",2016,850,35,9,0.87,0.42
"12069030302","Orlando",2016,447,24,7,1.13,0.62
"12069030305","Orlando",2016,95,4,1,NA,NA
"12069030306","Orlando",2016,279,50,24,3.77,3.38
"12069030307","Orlando",2016,272,17,5,1.31,0.72
"12069030308","Orlando",2016,292,35,16,2.52,2.15
"12069030405","Orlando",2016,680,40,10,1.24,0.58
"12069030406","Orlando",2016,286,25,13,1.84,1.79
"12069030407","Orlando",2016,721,42,14,1.22,0.76
"12069030408","Orlando",2016,565,30,8,1.12,0.56
"12069030409","Orlando",2016,272,4,2,0.31,0.29
"12069030410","Orlando",2016,194,11,4,1.19,0.81
"12069030411","Orlando",2016,702,77,30,2.3,1.68
"12069030502","Orlando",2016,979,143,56,3.07,2.25
"12069030503","Orlando",2016,359,41,14,2.4,1.53
"12069030504","Orlando",2016,1247,106,49,1.79,1.54
"12069030601","Orlando",2016,656,40,15,1.28,0.9
"12069030602","Orlando",2016,693,74,22,2.24,1.25
"12069030701","Orlando",2016,604,7,2,0.24,0.13
"12069030702","Orlando",2016,782,146,67,3.92,3.37
"12069030803","Orlando",2016,470,22,10,0.98,0.84
"12069030804","Orlando",2016,346,14,6,0.85,0.68
"12069030805","Orlando",2016,402,23,12,1.2,1.17
"12069030806","Orlando",2016,262,14,4,1.12,0.6
"12069030807","Orlando",2016,728,12,5,0.35,0.27
"12069030902","Orlando",2016,1105,47,15,0.89,0.53
"12069030912","Orlando",2016,1213,100,39,1.73,1.26
"12069030913","Orlando",2016,361,0,0,0,0
"12069030914","Orlando",2016,1181,28,9,0.5,0.3
"12069031000","Orlando",2016,567,24,12,0.89,0.83
"12069031101","Orlando",2016,394,27,14,1.44,1.4
"12069031102","Orlando",2016,294,6,2,0.43,0.27
"12069031103","Orlando",2016,128,4,1,0.66,0.31
"12069031202","Orlando",2016,560,33,15,1.24,1.05
"12069031203","Orlando",2016,300,7,1,0.49,0.13
"12069031204","Orlando",2016,1071,42,15,0.82,0.55
"12069031205","Orlando",2016,406,20,10,1.03,0.97
"12069031301","Orlando",2016,379,7,2,0.39,0.21
"12069031305","Orlando",2016,1633,43,15,0.55,0.36
"12069031306","Orlando",2016,401,19,8,1,0.78
"12069031307","Orlando",2016,2492,92,32,0.78,0.5
"12069031308","Orlando",2016,225,10,2,0.93,0.35
"12069031309","Orlando",2016,1081,36,14,0.7,0.51
"12069031310","Orlando",2016,845,39,16,0.97,0.74
"12069031311","Orlando",2016,3029,158,66,1.1,0.86
"12083000100","Orlando",2016,591,4,4,0.14,0.27
"12083000200","Orlando",2016,976,11,10,0.24,0.4
"12083000301","Orlando",2016,346,5,5,0.3,0.57
"12083000302","Orlando",2016,619,18,18,0.61,1.14
"12083000401","Orlando",2016,185,0,0,0,0
"12083000402","Orlando",2016,538,10,9,0.39,0.66
"12083000501","Orlando",2016,180,2,2,0.23,0.44
"12083000502","Orlando",2016,126,4,3,0.67,0.94
"12083000601","Orlando",2016,389,11,11,0.59,1.11
"12083000602","Orlando",2016,539,15,14,0.58,1.02
"12083000604","Orlando",2016,449,15,13,0.7,1.14
"12083000605","Orlando",2016,223,8,8,0.75,1.41
"12083000701","Orlando",2016,674,22,21,0.69,1.22
"12083000702","Orlando",2016,556,12,12,0.45,0.85
"12083000801","Orlando",2016,684,13,12,0.4,0.69
"12083000802","Orlando",2016,809,44,39,1.14,1.89
"12083000901","Orlando",2016,797,18,18,0.47,0.89
"12083000902","Orlando",2016,857,37,32,0.91,1.47
"12083001003","Orlando",2016,114,1,1,0.18,0.34
"12083001004","Orlando",2016,1459,46,38,0.66,1.02
"12083001005","Orlando",2016,615,7,6,0.24,0.38
"12083001006","Orlando",2016,427,5,5,0.25,0.46
"12083001007","Orlando",2016,261,7,5,0.56,0.75
"12083001008","Orlando",2016,367,2,2,0.11,0.21
"12083001102","Orlando",2016,467,8,8,0.36,0.67
"12083001103","Orlando",2016,685,17,16,0.52,0.92
"12083001104","Orlando",2016,999,24,23,0.5,0.9
"12083001204","Orlando",2016,932,32,31,0.72,1.31
"12083001205","Orlando",2016,287,6,6,0.44,0.82
"12083001206","Orlando",2016,296,2,2,0.14,0.27
"12083001207","Orlando",2016,1230,35,33,0.6,1.05
"12083001208","Orlando",2016,271,10,8,0.78,1.16
"12083001301","Orlando",2016,429,9,9,0.44,0.82
"12083001302","Orlando",2016,448,16,16,0.75,1.4
"12083001401","Orlando",2016,993,53,49,1.12,1.94
"12083001402","Orlando",2016,950,28,26,0.62,1.08
"12083001500","Orlando",2016,704,46,41,1.37,2.29
"12083001600","Orlando",2016,681,24,21,0.74,1.21
"12083001700","Orlando",2016,1650,23,22,0.29,0.52
"12083001800","Orlando",2016,410,10,10,0.51,0.96
"12083001900","Orlando",2016,612,24,24,0.82,1.54
"12083002001","Orlando",2016,691,29,28,0.88,1.59
"12083002002","Orlando",2016,1185,25,23,0.44,0.76
"12083002100","Orlando",2016,524,9,8,0.36,0.6
"12083002201","Orlando",2016,440,5,5,0.24,0.45
"12083002202","Orlando",2016,187,6,5,0.67,1.05
"12083002203","Orlando",2016,728,33,31,0.95,1.67
"12083002301","Orlando",2016,1542,23,22,0.31,0.56
"12083002302","Orlando",2016,662,17,16,0.54,0.95
"12083002401","Orlando",2016,1335,28,24,0.44,0.71
"12083002402","Orlando",2016,592,11,11,0.39,0.73
"12083002502","Orlando",2016,1844,28,25,0.32,0.53
"12083002503","Orlando",2016,733,27,24,0.77,1.29
"12083002504","Orlando",2016,1131,32,31,0.59,1.08
"12083002601","Orlando",2016,615,8,8,0.27,0.51
"12083002602","Orlando",2016,557,15,15,0.57,1.06
"12083002604","Orlando",2016,196,4,4,0.43,0.8
"12083002605","Orlando",2016,255,2,2,0.16,0.31
"12083002606","Orlando",2016,360,1,1,0.06,0.11
"12083002701","Orlando",2016,409,9,9,0.46,0.86
"12083002702","Orlando",2016,697,6,5,0.18,0.28
"12083980000","Orlando",2016,0,0,0,NA,NA
"12083980100","Orlando",2016,0,0,0,NA,NA
"12095010200","Orlando",2016,2302,31,6,0.28,0.1
"12095010300","Orlando",2016,1338,30,12,0.47,0.35
"12095010400","Orlando",2016,497,37,20,1.56,1.58
"12095010500","Orlando",2016,494,75,44,3.19,3.5
"12095010802","Orlando",2016,902,8,2,0.19,0.09
"12095011000","Orlando",2016,1152,48,32,0.88,1.09
"12095011100","Orlando",2016,949,74,33,1.64,1.37
"12095011200","Orlando",2016,466,10,7,0.45,0.59
"12095011300","Orlando",2016,977,26,12,0.56,0.48
"12095011600","Orlando",2016,961,163,82,3.56,3.35
"12095011701","Orlando",2016,820,108,50,2.77,2.4
"12095011702","Orlando",2016,1010,52,29,1.08,1.13
"12095012000","Orlando",2016,830,132,65,3.34,3.08
"12095012100","Orlando",2016,1131,202,101,3.75,3.51
"12095012201","Orlando",2016,771,82,44,2.23,2.24
"12095012202","Orlando",2016,642,85,41,2.78,2.51
"12095012303","Orlando",2016,451,25,9,1.16,0.78
"12095012304","Orlando",2016,1104,96,35,1.83,1.25
"12095012305","Orlando",2016,995,126,61,2.66,2.41
"12095012306","Orlando",2016,248,29,16,2.46,2.54
"12095012307","Orlando",2016,1130,150,88,2.79,3.06
"12095012401","Orlando",2016,2024,332,177,3.45,3.44
"12095012402","Orlando",2016,1953,257,146,2.76,2.94
"12095012403","Orlando",2016,672,91,45,2.85,2.63
"12095012500","Orlando",2016,473,9,5,0.4,0.42
"12095012600","Orlando",2016,771,17,3,0.46,0.15
"12095012701","Orlando",2016,1197,14,4,0.25,0.13
"12095012800","Orlando",2016,287,5,3,0.37,0.41
"12095012900","Orlando",2016,798,6,2,0.16,0.1
"12095013201","Orlando",2016,631,48,22,1.6,1.37
"12095013202","Orlando",2016,1340,73,20,1.14,0.59
"12095013300","Orlando",2016,1241,51,26,0.86,0.82
"12095013402","Orlando",2016,480,21,12,0.92,0.98
"12095013403","Orlando",2016,705,65,32,1.94,1.78
