GEOID,BAD CHECKS,BRIBERY,DRIVING UNDER THE INFLUENCE,DRUNKENNESS,EXTORTION,KIDNAPPING,LOITERING,PORNOGRAPHY/OBSCENE MAT,RUNAWAY,SECONDARY CODES,TREA,TRESPASS,CIVIL SIDEWALKS,DRUG OFFENSE,FIRE REPORT,HOMICIDE,HUMAN TRAFFICKING,JUVENILE OFFENSES,LOST PROPERTY,MALICIOUS MISCHIEF,MOTOR VEHICLE THEFT,OFFENCES AGAINST THE FAMILY AND CHILDREN,TRAFFIC COLLISION,TRAFFIC VIOLATION ARREST,VEHICLE IMPOUNDED,VEHICLE MISPLACED,WEAPONS OFFENSE,ARSON,ASSAULT,BURGLARY,DISORDERLY CONDUCT,DRUG/NARCOTIC,EMBEZZLEMENT,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,LARCENY/THEFT,LIQUOR LAWS,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,SEX OFFENSE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,TOTAL
06075016900,4.0,6.0,31.0,57.0,3.0,10.0,3.0,0.0,3.0,93.0,0.0,190.0,38.0,0.0,3.0,0.0,0.0,0.0,47.0,120.0,0.0,15.0,3.0,16.0,0.0,0.0,0.0,25.0,1276.0,776.0,56.0,694.0,17.0,6.0,211.0,358.0,1.0,4189.0,15.0,423.0,1701.0,1539.0,1.0,64.0,450.0,41.0,137.0,8.0,498.0,773.0,840.0,1023.0,100.0,15876
06075017000,2.0,1.0,22.0,7.0,0.0,3.0,0.0,0.0,1.0,37.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,56.0,0.0,9.0,0.0,15.0,0.0,0.0,0.0,8.0,270.0,601.0,15.0,71.0,4.0,0.0,53.0,147.0,0.0,1444.0,1.0,133.0,524.0,648.0,0.0,58.0,57.0,13.0,25.0,6.0,181.0,372.0,700.0,111.0,15.0,5673
06075017101,0.0,0.0,11.0,6.0,0.0,4.0,0.0,0.0,0.0,23.0,0.0,20.0,6.0,0.0,5.0,0.0,0.0,0.0,8.0,26.0,0.0,8.0,1.0,8.0,0.0,1.0,0.0,15.0,135.0,357.0,8.0,73.0,3.0,4.0,35.0,109.0,0.0,936.0,3.0,65.0,402.0,451.0,0.0,29.0,33.0,10.0,15.0,6.0,127.0,214.0,662.0,85.0,11.0,3922
06075017102,2.0,0.0,14.0,30.0,0.0,7.0,0.0,0.0,66.0,39.0,0.0,34.0,8.0,0.0,3.0,0.0,0.0,0.0,13.0,47.0,0.0,10.0,1.0,5.0,0.0,0.0,0.0,10.0,291.0,404.0,26.0,187.0,8.0,3.0,48.0,141.0,0.0,1060.0,14.0,682.0,697.0,550.0,0.0,19.0,84.0,25.0,19.0,4.0,239.0,274.0,436.0,193.0,30.0,5729
06075017601,42.0,21.0,146.0,702.0,17.0,227.0,86.0,0.0,28.0,794.0,0.0,1150.0,2.0,8.0,8.0,1.0,1.0,0.0,366.0,786.0,2.0,281.0,21.0,214.0,7.0,4.0,2.0,134.0,11194.0,3319.0,577.0,12654.0,219.0,45.0,1251.0,2162.0,13.0,29091.0,335.0,1656.0,12951.0,18189.0,71.0,582.0,3946.0,555.0,1036.0,51.0,3617.0,3449.0,2420.0,9991.0,1340.0,125817
06075017700,18.0,9.0,101.0,136.0,5.0,83.0,82.0,1.0,12.0,232.0,0.0,657.0,4.0,1.0,11.0,0.0,0.0,0.0,159.0,378.0,1.0,92.0,15.0,161.0,1.0,3.0,0.0,80.0,3401.0,1515.0,727.0,1710.0,138.0,17.0,397.0,746.0,2.0,12029.0,34.0,364.0,3440.0,6836.0,1273.0,286.0,1027.0,155.0,318.0,3.0,1240.0,2032.0,2640.0,2521.0,458.0,45576
06075017801,2.0,3.0,26.0,42.0,2.0,23.0,19.0,0.0,1.0,62.0,0.0,84.0,0.0,0.0,2.0,0.0,2.0,0.0,46.0,123.0,1.0,24.0,1.0,23.0,2.0,3.0,0.0,12.0,806.0,642.0,37.0,148.0,32.0,2.0,79.0,235.0,3.0,6435.0,34.0,186.0,1187.0,1295.0,5.0,55.0,296.0,53.0,97.0,12.0,386.0,759.0,645.0,376.0,74.0,14390
06075017802,10.0,12.0,140.0,209.0,12.0,62.0,104.0,2.0,92.0,271.0,0.0,314.0,1.0,0.0,10.0,1.0,0.0,0.0,130.0,375.0,1.0,80.0,11.0,82.0,3.0,1.0,0.0,60.0,3250.0,1582.0,214.0,1485.0,39.0,11.0,213.0,518.0,5.0,12059.0,59.0,2951.0,4286.0,5823.0,29.0,326.0,669.0,152.0,274.0,22.0,1312.0,2146.0,2222.0,1787.0,255.0,43691
06075017902,1.0,2.0,8.0,9.0,0.0,18.0,0.0,0.0,24.0,90.0,0.0,56.0,0.0,0.0,3.0,0.0,0.0,0.0,32.0,92.0,0.0,28.0,0.0,6.0,1.0,0.0,0.0,24.0,594.0,444.0,44.0,35.0,3.0,12.0,35.0,62.0,0.0,905.0,3.0,287.0,545.0,571.0,2.0,72.0,77.0,46.0,11.0,5.0,255.0,324.0,359.0,91.0,48.0,5233
06075018000,55.0,47.0,200.0,351.0,36.0,219.0,78.0,2.0,82.0,953.0,0.0,694.0,3.0,6.0,8.0,5.0,15.0,0.0,199.0,406.0,1.0,130.0,18.0,78.0,8.0,5.0,0.0,153.0,6987.0,2594.0,462.0,2430.0,141.0,46.0,1719.0,2876.0,10.0,29143.0,98.0,2218.0,16457.0,11898.0,126.0,508.0,1941.0,1399.0,462.0,47.0,3621.0,4629.0,2092.0,5593.0,738.0,102329
06075020100,18.0,27.0,119.0,264.0,10.0,151.0,415.0,0.0,19.0,641.0,0.0,441.0,11.0,13.0,7.0,3.0,4.0,0.0,226.0,421.0,0.0,177.0,7.0,208.0,2.0,5.0,0.0,85.0,6563.0,1394.0,456.0,9524.0,50.0,27.0,533.0,1122.0,13.0,9458.0,171.0,806.0,6405.0,13201.0,192.0,330.0,2214.0,353.0,408.0,22.0,1939.0,2061.0,1783.0,5503.0,851.0,68678
06075020200,8.0,7.0,38.0,92.0,7.0,33.0,25.0,0.0,13.0,201.0,0.0,95.0,3.0,0.0,3.0,1.0,0.0,0.0,86.0,183.0,0.0,55.0,2.0,43.0,0.0,8.0,0.0,34.0,1923.0,767.0,100.0,764.0,47.0,7.0,234.0,383.0,1.0,4524.0,48.0,418.0,2045.0,2297.0,8.0,100.0,487.0,88.0,94.0,13.0,620.0,943.0,1217.0,758.0,167.0,19000
06075020300,3.0,4.0,39.0,62.0,2.0,20.0,3.0,0.0,2.0,146.0,0.0,118.0,53.0,0.0,2.0,0.0,0.0,0.0,76.0,183.0,2.0,40.0,4.0,18.0,1.0,0.0,0.0,34.0,1386.0,721.0,109.0,422.0,15.0,6.0,104.0,326.0,1.0,3667.0,14.0,232.0,1617.0,1519.0,5.0,76.0,395.0,80.0,83.0,6.0,507.0,773.0,821.0,584.0,133.0,14424
06075020401,0.0,2.0,15.0,9.0,1.0,0.0,0.0,0.0,2.0,28.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,47.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,4.0,215.0,338.0,16.0,52.0,3.0,2.0,31.0,109.0,0.0,1014.0,1.0,47.0,358.0,349.0,0.0,41.0,58.0,14.0,19.0,3.0,131.0,231.0,508.0,71.0,10.0,3787
06075020402,4.0,1.0,10.0,3.0,3.0,3.0,0.0,0.0,2.0,66.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,84.0,0.0,14.0,2.0,16.0,0.0,0.0,0.0,6.0,331.0,415.0,18.0,75.0,3.0,1.0,79.0,186.0,0.0,2020.0,1.0,74.0,529.0,556.0,0.0,42.0,46.0,13.0,21.0,6.0,185.0,255.0,660.0,99.0,15.0,5884
06075020500,4.0,2.0,33.0,125.0,1.0,20.0,4.0,0.0,11.0,111.0,1.0,132.0,66.0,0.0,1.0,0.0,0.0,0.0,76.0,90.0,0.0,42.0,4.0,12.0,0.0,0.0,2.0,24.0,1218.0,424.0,61.0,367.0,11.0,3.0,100.0,394.0,0.0,2610.0,10.0,190.0,1758.0,1158.0,3.0,34.0,297.0,57.0,81.0,2.0,389.0,509.0,616.0,571.0,71.0,11703
06075020600,3.0,5.0,54.0,106.0,8.0,32.0,9.0,0.0,4.0,209.0,0.0,159.0,69.0,1.0,3.0,0.0,0.0,0.0,166.0,204.0,1.0,64.0,1.0,35.0,0.0,2.0,0.0,38.0,1809.0,877.0,140.0,800.0,15.0,9.0,215.0,485.0,0.0,4675.0,36.0,312.0,2718.0,2261.0,9.0,114.0,614.0,123.0,124.0,13.0,711.0,930.0,1452.0,944.0,219.0,20789
06075020700,2.0,4.0,50.0,77.0,5.0,41.0,3.0,1.0,5.0,148.0,0.0,73.0,0.0,0.0,4.0,1.0,0.0,0.0,110.0,156.0,0.0,46.0,6.0,39.0,0.0,2.0,0.0,17.0,1064.0,756.0,104.0,351.0,15.0,8.0,107.0,280.0,0.0,3314.0,34.0,454.0,2905.0,2047.0,7.0,89.0,244.0,186.0,71.0,12.0,625.0,715.0,1003.0,554.0,113.0,15902
06075020800,9.0,17.0,107.0,181.0,5.0,100.0,85.0,2.0,25.0,385.0,0.0,122.0,4.0,2.0,4.0,0.0,10.0,0.0,136.0,233.0,0.0,73.0,8.0,219.0,0.0,2.0,0.0,43.0,3517.0,874.0,682.0,2362.0,33.0,16.0,398.0,551.0,4.0,5467.0,131.0,562.0,2965.0,7338.0,2201.0,146.0,1348.0,214.0,194.0,12.0,1075.0,1309.0,1250.0,2093.0,550.0,37086
06075020900,10.0,14.0,89.0,281.0,10.0,62.0,11.0,0.0,26.0,335.0,0.0,118.0,1.0,2.0,3.0,0.0,0.0,0.0,151.0,195.0,0.0,43.0,4.0,81.0,1.0,1.0,0.0,48.0,3141.0,533.0,204.0,1567.0,35.0,14.0,284.0,413.0,12.0,3491.0,233.0,876.0,3065.0,4321.0,45.0,81.0,1208.0,128.0,102.0,11.0,845.0,949.0,880.0,1335.0,438.0,25706
06075021000,0.0,3.0,30.0,47.0,0.0,20.0,0.0,0.0,5.0,67.0,0.0,27.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,86.0,0.0,27.0,1.0,15.0,0.0,3.0,0.0,7.0,536.0,590.0,50.0,215.0,5.0,4.0,53.0,137.0,2.0,1835.0,25.0,287.0,790.0,960.0,16.0,46.0,204.0,46.0,42.0,3.0,275.0,381.0,734.0,227.0,68.0,7930
06075021100,6.0,1.0,15.0,10.0,0.0,4.0,0.0,0.0,5.0,44.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,47.0,0.0,5.0,1.0,2.0,0.0,2.0,0.0,4.0,251.0,452.0,8.0,62.0,9.0,3.0,64.0,112.0,0.0,1310.0,5.0,87.0,474.0,512.0,5.0,36.0,105.0,16.0,23.0,5.0,206.0,276.0,695.0,88.0,22.0,5021
06075021200,0.0,0.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0,19.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,127.0,301.0,6.0,25.0,3.0,1.0,33.0,80.0,0.0,730.0,0.0,40.0,259.0,295.0,0.0,28.0,30.0,4.0,17.0,4.0,97.0,157.0,525.0,34.0,13.0,2895
06075021300,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,138.0,281.0,7.0,19.0,2.0,2.0,29.0,59.0,0.0,505.0,0.0,38.0,209.0,199.0,0.0,22.0,25.0,5.0,6.0,4.0,96.0,142.0,322.0,33.0,9.0,2243
06075021400,2.0,6.0,9.0,5.0,3.0,5.0,0.0,0.0,4.0,61.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,50.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,350.0,401.0,35.0,78.0,3.0,2.0,31.0,126.0,0.0,1005.0,13.0,93.0,397.0,476.0,1.0,38.0,102.0,34.0,26.0,7.0,165.0,280.0,572.0,81.0,60.0,4581
06075021500,1.0,4.0,16.0,14.0,1.0,16.0,1.0,0.0,3.0,48.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,59.0,0.0,19.0,1.0,2.0,0.0,0.0,0.0,12.0,367.0,569.0,10.0,92.0,4.0,3.0,40.0,150.0,0.0,1386.0,0.0,136.0,585.0,825.0,0.0,46.0,129.0,14.0,30.0,8.0,223.0,361.0,1009.0,93.0,31.0,6343
06075021600,2.0,2.0,10.0,7.0,2.0,12.0,0.0,0.0,1.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,7.0,296.0,408.0,6.0,35.0,5.0,5.0,52.0,137.0,1.0,969.0,2.0,80.0,491.0,412.0,0.0,35.0,44.0,32.0,12.0,6.0,181.0,246.0,515.0,51.0,23.0,4202
06075021700,3.0,4.0,9.0,4.0,1.0,19.0,2.0,1.0,14.0,100.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,60.0,0.0,18.0,4.0,5.0,0.0,1.0,0.0,11.0,586.0,426.0,22.0,119.0,7.0,7.0,68.0,144.0,0.0,1619.0,3.0,218.0,703.0,753.0,2.0,75.0,127.0,37.0,12.0,4.0,317.0,444.0,587.0,111.0,68.0,6760
06075021800,4.0,0.0,18.0,8.0,1.0,8.0,1.0,0.0,2.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,54.0,1.0,22.0,0.0,7.0,0.0,0.0,0.0,7.0,282.0,481.0,22.0,98.0,8.0,2.0,50.0,125.0,0.0,1404.0,7.0,128.0,533.0,648.0,0.0,88.0,131.0,18.0,18.0,5.0,236.0,386.0,764.0,92.0,43.0,5818
06075022600,2.0,2.0,15.0,38.0,2.0,10.0,6.0,1.0,1.0,56.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,147.0,0.0,20.0,1.0,17.0,0.0,1.0,0.0,43.0,622.0,692.0,82.0,231.0,28.0,1.0,39.0,159.0,0.0,4588.0,5.0,114.0,839.0,1520.0,10.0,93.0,191.0,34.0,62.0,4.0,341.0,979.0,1051.0,365.0,79.0,12643
06075022702,0.0,0.0,4.0,9.0,0.0,4.0,1.0,0.0,2.0,37.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,54.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,4.0,210.0,396.0,12.0,70.0,7.0,2.0,40.0,88.0,0.0,1801.0,2.0,49.0,317.0,432.0,6.0,32.0,101.0,16.0,28.0,1.0,163.0,302.0,538.0,73.0,25.0,4856
06075022704,3.0,0.0,11.0,7.0,2.0,9.0,3.0,0.0,2.0,33.0,0.0,49.0,0.0,0.0,4.0,0.0,0.0,0.0,32.0,84.0,0.0,10.0,0.0,8.0,0.0,1.0,0.0,15.0,413.0,618.0,36.0,145.0,6.0,1.0,56.0,119.0,1.0,2172.0,2.0,100.0,539.0,765.0,27.0,101.0,189.0,20.0,44.0,3.0,300.0,459.0,989.0,161.0,62.0,7604
06075022801,6.0,10.0,58.0,51.0,3.0,51.0,93.0,1.0,17.0,217.0,0.0,158.0,2.0,3.0,4.0,0.0,8.0,0.0,47.0,176.0,0.0,62.0,12.0,158.0,2.0,1.0,0.0,39.0,1691.0,765.0,580.0,609.0,14.0,14.0,122.0,269.0,7.0,4094.0,38.0,555.0,1376.0,3824.0,3923.0,168.0,540.0,126.0,105.0,9.0,612.0,1058.0,1831.0,1076.0,348.0,24950
06075022802,2.0,6.0,39.0,166.0,2.0,27.0,10.0,1.0,373.0,92.0,0.0,714.0,1.0,1.0,3.0,3.0,0.0,0.0,47.0,91.0,2.0,66.0,7.0,20.0,1.0,0.0,0.0,36.0,2207.0,326.0,329.0,730.0,6.0,205.0,88.0,177.0,0.0,2104.0,26.0,2757.0,2821.0,2192.0,49.0,65.0,168.0,398.0,70.0,39.0,864.0,603.0,594.0,1223.0,201.0,19960
06075022803,2.0,6.0,27.0,34.0,1.0,23.0,5.0,0.0,8.0,165.0,0.0,49.0,0.0,1.0,1.0,0.0,2.0,0.0,22.0,47.0,0.0,33.0,2.0,53.0,1.0,2.0,0.0,20.0,949.0,309.0,65.0,372.0,14.0,13.0,56.0,101.0,2.0,1133.0,30.0,270.0,797.0,1557.0,67.0,70.0,390.0,58.0,39.0,3.0,336.0,492.0,845.0,365.0,156.0,8997
06075022901,3.0,12.0,29.0,156.0,0.0,35.0,3.0,0.0,14.0,257.0,0.0,91.0,3.0,3.0,3.0,0.0,0.0,0.0,36.0,108.0,2.0,48.0,8.0,60.0,1.0,3.0,0.0,23.0,1721.0,326.0,113.0,541.0,6.0,12.0,93.0,180.0,3.0,1417.0,145.0,333.0,920.0,2457.0,10.0,87.0,531.0,80.0,63.0,10.0,531.0,658.0,869.0,720.0,300.0,13028
06075022902,1.0,6.0,26.0,34.0,3.0,14.0,1.0,0.0,4.0,93.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,47.0,0.0,24.0,0.0,16.0,0.0,1.0,0.0,17.0,620.0,149.0,18.0,128.0,2.0,6.0,42.0,101.0,0.0,572.0,43.0,175.0,413.0,1038.0,2.0,37.0,178.0,41.0,17.0,4.0,210.0,292.0,465.0,193.0,90.0,5151
06075022903,2.0,8.0,34.0,68.0,2.0,30.0,6.0,0.0,21.0,155.0,0.0,51.0,1.0,2.0,5.0,0.0,0.0,1.0,32.0,115.0,0.0,50.0,4.0,28.0,0.0,2.0,0.0,18.0,1262.0,268.0,77.0,340.0,5.0,12.0,88.0,146.0,0.0,1293.0,65.0,301.0,869.0,1554.0,36.0,107.0,403.0,79.0,42.0,6.0,380.0,561.0,842.0,434.0,151.0,9958
06075023001,0.0,6.0,20.0,10.0,2.0,35.0,1.0,1.0,84.0,148.0,0.0,28.0,0.0,3.0,4.0,0.0,0.0,0.0,15.0,93.0,0.0,37.0,2.0,13.0,7.0,1.0,0.0,59.0,1069.0,373.0,55.0,209.0,21.0,14.0,60.0,139.0,1.0,1054.0,6.0,1568.0,699.0,1941.0,1.0,203.0,321.0,63.0,41.0,4.0,466.0,501.0,967.0,266.0,181.0,10803
06075023003,4.0,8.0,21.0,13.0,3.0,33.0,2.0,0.0,19.0,192.0,0.0,39.0,0.0,0.0,2.0,0.0,1.0,0.0,18.0,42.0,0.0,36.0,3.0,8.0,2.0,0.0,0.0,13.0,1072.0,259.0,25.0,321.0,7.0,7.0,85.0,111.0,1.0,765.0,8.0,398.0,665.0,1799.0,0.0,62.0,218.0,52.0,39.0,7.0,370.0,379.0,754.0,355.0,153.0,8375
06075023102,1.0,18.0,14.0,17.0,0.0,66.0,1.0,1.0,30.0,356.0,0.0,55.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,144.0,0.0,82.0,9.0,10.0,10.0,0.0,0.0,56.0,1876.0,436.0,71.0,323.0,8.0,32.0,75.0,143.0,1.0,864.0,2.0,583.0,746.0,2050.0,2.0,175.0,298.0,74.0,44.0,5.0,610.0,743.0,695.0,465.0,503.0,11716
06075023103,5.0,27.0,5.0,26.0,4.0,95.0,9.0,3.0,42.0,774.0,0.0,271.0,0.0,1.0,5.0,2.0,0.0,0.0,13.0,151.0,0.0,68.0,8.0,12.0,5.0,0.0,0.0,142.0,3345.0,975.0,117.0,672.0,11.0,38.0,92.0,154.0,7.0,1012.0,12.0,807.0,1260.0,2519.0,1.0,258.0,402.0,114.0,50.0,9.0,1075.0,1698.0,864.0,1010.0,781.0,18961
06075023200,7.0,16.0,41.0,42.0,5.0,81.0,12.0,1.0,51.0,434.0,0.0,107.0,0.0,1.0,12.0,0.0,1.0,0.0,29.0,199.0,2.0,105.0,13.0,39.0,10.0,1.0,0.0,128.0,2928.0,746.0,104.0,1442.0,18.0,28.0,168.0,238.0,11.0,1600.0,27.0,1018.0,1554.0,4996.0,3.0,433.0,641.0,121.0,96.0,6.0,1007.0,999.0,1534.0,1247.0,500.0,22813
06075023300,1.0,10.0,27.0,27.0,4.0,58.0,4.0,0.0,5.0,228.0,0.0,69.0,0.0,0.0,3.0,0.0,1.0,0.0,47.0,69.0,0.0,67.0,4.0,12.0,3.0,1.0,0.0,30.0,1102.0,414.0,65.0,312.0,54.0,23.0,65.0,144.0,1.0,1452.0,2.0,298.0,1460.0,2015.0,4.0,161.0,327.0,52.0,40.0,4.0,530.0,541.0,1036.0,461.0,141.0,11413
06075023400,8.0,20.0,26.0,42.0,4.0,75.0,7.0,0.0,27.0,390.0,1.0,139.0,0.0,1.0,13.0,2.0,0.0,0.0,33.0,153.0,2.0,101.0,11.0,20.0,6.0,0.0,0.0,159.0,2570.0,907.0,94.0,658.0,24.0,29.0,104.0,176.0,2.0,1474.0,13.0,839.0,1101.0,3380.0,4.0,362.0,615.0,112.0,75.0,9.0,862.0,1349.0,1106.0,860.0,449.0,18424
06075025100,4.0,0.0,27.0,20.0,1.0,25.0,12.0,0.0,5.0,60.0,0.0,60.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,83.0,0.0,15.0,4.0,8.0,1.0,0.0,0.0,20.0,614.0,459.0,43.0,253.0,8.0,1.0,45.0,102.0,0.0,1189.0,17.0,205.0,576.0,1050.0,4.0,105.0,172.0,23.0,22.0,3.0,251.0,351.0,800.0,285.0,89.0,7024
06075025200,2.0,2.0,14.0,35.0,3.0,24.0,1.0,0.0,10.0,104.0,0.0,52.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,96.0,0.0,17.0,10.0,40.0,1.0,0.0,0.0,18.0,727.0,497.0,41.0,179.0,4.0,3.0,93.0,198.0,1.0,1910.0,14.0,361.0,721.0,1244.0,8.0,107.0,208.0,35.0,38.0,10.0,320.0,584.0,1259.0,236.0,67.0,9313
06075025300,5.0,9.0,80.0,92.0,2.0,39.0,3.0,0.0,9.0,149.0,1.0,87.0,0.0,3.0,0.0,0.0,1.0,0.0,48.0,131.0,0.0,34.0,4.0,44.0,0.0,0.0,0.0,24.0,1854.0,539.0,76.0,440.0,13.0,17.0,155.0,275.0,3.0,2756.0,40.0,724.0,1635.0,2888.0,6.0,85.0,597.0,98.0,71.0,2.0,557.0,719.0,1082.0,676.0,190.0,16271
06075025401,0.0,5.0,18.0,16.0,1.0,26.0,0.0,0.0,11.0,87.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,66.0,0.0,43.0,0.0,16.0,1.0,0.0,0.0,12.0,849.0,263.0,33.0,162.0,4.0,9.0,48.0,109.0,1.0,905.0,13.0,299.0,651.0,946.0,2.0,57.0,234.0,45.0,23.0,6.0,275.0,397.0,635.0,176.0,109.0,6601
06075025402,2.0,5.0,6.0,15.0,2.0,19.0,0.0,0.0,11.0,69.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,30.0,1.0,7.0,1.0,0.0,0.0,15.0,497.0,170.0,15.0,134.0,7.0,4.0,45.0,72.0,0.0,667.0,1.0,344.0,379.0,646.0,2.0,71.0,118.0,22.0,22.0,2.0,177.0,253.0,619.0,133.0,44.0,4673
06075025403,2.0,5.0,27.0,7.0,1.0,34.0,1.0,0.0,13.0,192.0,0.0,55.0,0.0,0.0,4.0,0.0,0.0,0.0,17.0,56.0,0.0,41.0,1.0,8.0,4.0,0.0,0.0,33.0,1094.0,381.0,24.0,357.0,6.0,13.0,59.0,106.0,2.0,810.0,4.0,239.0,714.0,1572.0,1.0,122.0,303.0,69.0,40.0,5.0,380.0,580.0,788.0,388.0,191.0,8752
06075025500,5.0,10.0,75.0,39.0,5.0,49.0,2.0,0.0,21.0,212.0,0.0,55.0,0.0,0.0,5.0,0.0,0.0,0.0,53.0,104.0,0.0,56.0,8.0,57.0,4.0,2.0,0.0,33.0,1476.0,504.0,58.0,437.0,12.0,11.0,205.0,320.0,16.0,1883.0,21.0,455.0,1907.0,3736.0,5.0,185.0,579.0,121.0,95.0,14.0,632.0,912.0,1696.0,548.0,190.0,16862
06075025600,0.0,8.0,11.0,7.0,4.0,31.0,2.0,0.0,12.0,83.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,55.0,0.0,21.0,3.0,18.0,0.0,0.0,0.0,11.0,656.0,306.0,27.0,168.0,2.0,8.0,66.0,135.0,1.0,791.0,5.0,257.0,513.0,974.0,2.0,126.0,270.0,36.0,43.0,4.0,216.0,350.0,972.0,157.0,76.0,6465
06075025701,5.0,2.0,19.0,12.0,1.0,16.0,0.0,0.0,6.0,93.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,66.0,0.0,21.0,6.0,13.0,1.0,0.0,0.0,5.0,654.0,209.0,16.0,149.0,11.0,12.0,66.0,128.0,0.0,974.0,6.0,196.0,583.0,1181.0,4.0,90.0,495.0,34.0,32.0,4.0,224.0,382.0,976.0,145.0,75.0,6950
06075025702,8.0,5.0,30.0,34.0,7.0,35.0,1.0,0.0,21.0,143.0,0.0,24.0,0.0,1.0,2.0,0.0,0.0,0.0,37.0,130.0,0.0,31.0,6.0,22.0,1.0,0.0,0.0,21.0,1309.0,417.0,53.0,205.0,11.0,9.0,145.0,197.0,3.0,1961.0,16.0,325.0,795.0,2073.0,14.0,129.0,804.0,42.0,80.0,10.0,476.0,638.0,997.0,364.0,164.0,11799
06075025800,2.0,2.0,12.0,9.0,2.0,17.0,1.0,0.0,7.0,77.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,35.0,0.0,27.0,3.0,3.0,0.0,0.0,0.0,7.0,439.0,135.0,22.0,87.0,1.0,3.0,94.0,58.0,0.0,421.0,2.0,142.0,346.0,566.0,2.0,45.0,214.0,29.0,17.0,0.0,178.0,200.0,367.0,120.0,63.0,3776
06075025900,1.0,7.0,5.0,7.0,2.0,28.0,1.0,0.0,11.0,99.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,38.0,1.0,21.0,4.0,4.0,0.0,0.0,0.0,27.0,542.0,305.0,30.0,134.0,4.0,6.0,49.0,66.0,1.0,813.0,2.0,318.0,532.0,600.0,0.0,91.0,180.0,41.0,24.0,2.0,290.0,360.0,808.0,101.0,96.0,5694
06075026001,4.0,9.0,32.0,46.0,6.0,45.0,3.0,0.0,43.0,181.0,0.0,42.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,73.0,3.0,45.0,2.0,35.0,0.0,0.0,0.0,21.0,1366.0,281.0,76.0,281.0,8.0,14.0,104.0,157.0,5.0,908.0,19.0,1018.0,802.0,2042.0,8.0,74.0,536.0,96.0,52.0,10.0,391.0,478.0,954.0,402.0,140.0,10842
06075026002,2.0,5.0,10.0,5.0,0.0,17.0,0.0,0.0,4.0,74.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,25.0,0.0,19.0,1.0,10.0,2.0,0.0,0.0,6.0,405.0,150.0,7.0,90.0,3.0,5.0,36.0,53.0,0.0,430.0,2.0,234.0,327.0,541.0,1.0,64.0,121.0,49.0,21.0,1.0,135.0,215.0,678.0,92.0,36.0,3905
